label,gt,text,group
0,0,"Italy Hostage Death in Iraq Stuns Nation (AP) . AP - Recalling the horror the nation felt when its first hostage was killed in Iraq, word that a second Italian hostage was slain brought condemnation from the pope Friday and fueled debate over Italy's role in the war-torn country.",6
3,3,"AMD's Next Rabbit Out of the Hat: Dual Core (NewsFactor) . NewsFactor - Advanced Micro Devices is making a push to beat Intel in the development of dual core microprocessors based on x86 chips. \On Tuesday, AMD (NYSE: AMD) unveiled a prototype dual-core Opteron processor running in a Hewlett-Packard ProLiant server.",6
1,1,"Rewind: Giants vs. Dodgers, Game #2 . Jim Tracy and the Los Angeles Dodgers would not allow Barry Bonds to beat them on Friday night, even to the chagrin of Eric Gagne.",6
3,3,Sony picks up graphics tech for PSP . The company licenses graphics compression technology from S3 Graphics for its upcoming PlayStation Portable.,6
2,2,"Oil prices continue to rise . WASHINGTON -- Oil prices bounded higher for the fourth day in a row yesterday, with further declines in US supply expected as petroleum producers disrupted by hurricane Ivan continue to regroup.",5
1,1,Lazio president chasing 3.5M from Inter Milan coach Mancini . Lazio president Claudio Lotito is considering legal action against Inter Milan coach Roberto Mancini over the way he left the club.,6
2,2,"DaVita to Buy Gambro Unit for \$3 Billion .  PHILADELPHIA/STOCKHOLM (Reuters) - DaVita Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DVA.N target=/stocks/quickinfo/fullquote""&gt;DVA.N&lt;/A&gt; is  close to an agreement to acquire the dialysis operations of  Sweden's Gambro AB for about \$3 billion in a deal that would  create the No. 1 U.S. provider of dialysis services, a source  familiar with the situation said on Monday.",6
3,3,"Neptune-Class Extrasolar Worlds Found . While striving to find ever smaller, more rocky worlds, planet hunters have moved from discovering not just Jupiter-class planets outside our solar system. Now astronomers have found two new Neptune-class planets on their road to pinpointing a new Earth-like system.",5
3,3,"REVIEW: Windows XP Battens Down Hatches in Latest Patch . By MATTHEW FORDAHL     (AP) -- With the latest update to Microsoft Corp. (MSFT)'s Windows XP operating system, personal computers will soon join parents, bosses, teachers and spouses as a source of nagging in your life...",6
3,3,EU Extends Microsoft-Time Warner Review (AP) . AP - European antitrust regulators said Monday they have extended their review of a deal between Microsoft Corp. and Time Warner Inc. to make anti-piracy software together.,5
1,1,"Nevin Drives in Three As Padres Beat Expos (AP) . AP - Jake Peavy won his sixth straight decision, and Phil Nevin homered and drove in three runs in the San Diego Padres' 5-2 victory over the Montreal Expos on Saturday night.",6
0,3,"Now boarding! NY, London, space? . Virgin Atlantic honcho Richard Branson yesterday announced plans to boldly go where no airline company has gone before - outer space.",4
0,2,"Update 1: China Vows to Keep Economy on Track . China #39;s leaders pledged at a key policy meeting to keep the economy on track next year while raising farm incomes, promoting energy conservation and holding down investment in overheated industries, state media said Monday.",3
0,0,U.S. Rebukes Saudis Over Religious Rights .  WASHINGTON (Reuters) - The United States on Wednesday  accused Saudi Arabia of severe violations of religious freedom  in a rare official rebuke of a close ally and key oil supplier  that potentially could lead to sanctions.,5
0,0,"Guatemala to pay paramilitaries . Guatemala's government agrees to pay millions of dollars to former paramilitaries, who some accuse of war crimes.",6
2,2,"Chicago Fed Sees '05 GDP Down at 3.3 Pct (Reuters) . Reuters - U.S. economic growth is expected to\slow in 2005 due to rising interest rates and high crude oil\prices, according to a forecast of participants at a Federal\Reserve Bank of Chicago conference released on Monday.",6
2,2,"JP Morgan, Cazenove in talks - report . SAN FRANCISCO (CBS.MW) - JP Morgan Chase is in talks with UK investment bank Cazenove to create a joint venture that would effectively combine the banks, according to a published repor Thursday.",6
1,1,"The Showdown Begins . Orioles owner Peter Angelos, who sits on baseball's eight-member relocation committee, has insisted that he would fight any attempt to move the Expos to the District.",6
0,2,"Productivity Growth Falls to 18-Month Low . Workers' productivity increased at an annual rate of 2.5 percent in the spring, the smallest gain since late 2002, reflecting the economy's slowdown.",3
2,2,Saudi Arabia cuts oil prices . Oil prices eased yesterday as top world exporter Saudi Arabia slashed prices for its westbound crude sales in an effort to shift the large volumes it is offering to cool world markets.,5
0,0,"Ivan swirls through Caribbean . Hurricane Ivan has strengthened to a Category 5 storm after battering the island of Jamaica with heavy rain and strong winds, killing 11 people.",6
1,1,"Dent tops Luczak to win at China Open . Taylor Dent defeated Australian qualifier Peter Luczak 6-3, 6-2 in a rain-delayed first-round match at the China Open on Tuesday. In another completed match before rain postponed play, Israel #39;s ",6
3,3,Trend Micro Extends Anti-Virus Software to Mobile Market . Trend Micro announced today that they are extending their anti-virus product line into the mobile and portable space with the launch of Trend Micro Mobile Security.,6
0,3,Women Make Small Inroads in Game Industry (AP) . AP - Jennifer Canada knew she was entering a boy's club when she enrolled in Southern Methodist University's Guildhall school of video game making.,0
1,1,O's Hopes for .500 End . Boston quickly dismisses the Orioles' goal of attaining a four-game sweep and a .500 record with an 8-3 victory on Friday night.,6
1,1,"48 Hours: Calypso back in the rhythm . Say what you like about the West Indies cricketers, but they know how to celebrate a triumph. One of world cricket #39;s most famous and colourful sides, the West Indies awakened from their lengthy ",6
3,3,"Lexmark Printers Pose Shock Hazard . Company is recalling certain laser printers, which are also sold by IBM and Dell.",5
3,3,"Seas Seen as Viable Power Source . Escalating oil prices and global warming concerns have shifted the quest for renewable energy sources into high gear. While wind and solar claim most of the attention, the dark horse in this race may be the restless energy of the sea. By Stephen Leahy.",5
2,2,US gets boost as 2 key reports come in positive . WASHINGTON - The economy got a double dose of encouraging news Friday as wholesale prices fell and moderating energy costs helped improve the nation #39;s trade deficit.,6
2,2,"Unions may block Alitalia rescue . The Italian airline is facing resistance from unions against its plan to evade bankruptcy by cutting 5,000 jobs.",6
0,0,South Americans Make Offer to EU on Trade (AP) . AP - The South American trade bloc Mercosur has made a new offer in a bid to advance stalled trade talks with the European Union and clinch a trans-Atlantic free trade deal by an October deadline.,5
3,3,"Orion belts out desktop cluster workstations . A CALIFORNIAN company announced two different versions of cluster workstations which, it claims, will give supercomputer abilities for professionals who need to number crunch in a non-trivial way.",6
3,3,Microsoft tests online radio station . People have been listening to music on their computers for a long time now - but not quite like this. Microsoft is test-marketing a new Web-based radio service that sounds almost like a local radio station - except without all the interruptions.,6
2,3,"Hyundai Motor to set up commercial JV in China . SEOUL - Hyundai Motor Co, South Korea #39;s largest carmaker, said Wednesday it will build a commercial vehicle joint venture in China by 2010.",0
0,0,"3 Fugitive Muslim Militants Suspected in Jakarta Attack . Indonesian investigators said Friday that they believed Thursday morning #39;s bombing of the Australian Embassy, which killed nine people, was carried out by three ",6
0,0,"Gunmen Take Three Hostage at Ugandan Ministry (Reuters) . Reuters - A small group of suspected\gunmen stormed Uganda's Water Ministry Wednesday and took three\people hostage to protest against proposals to allow President\Yoweri Museveni for a third term.\Police and soldiers with assault rifles cordoned off the\three-story building, just 328 feet from Uganda's parliament\building in the capital Kampala.",6
1,1,"Quick look at Ryder Cup #39;s key holes . A capsule look at the first day of Ryder Cup matches Friday at Oakland Hills Country Club: Padraig Harrington and Colin Montgomerie, Europe, def.",6
1,1,"Morning After: Defensive points . After three weeks of basically hiding out on the side of a milk carton, the defensive touchdown was back in vogue on Sunday, with three interceptions returned for scores and three fumbles also run back into the end zone.",6
2,2,"Invesco in \$450 million settlement with SEC . Invesco Funds Group and affiliate AIM Advisors say they have agreed to pay \$450 million (250 million pounds) to settle civil lawsuits over improper trading, the third biggest ",6
3,3,"IBM embraces grid converts . IBM has signed on five corporate customers and the Environmental Protection Agency to its ongoing grid-computing initiative, Big Blue said Friday.",6
1,1,"Baseball in DC, Angelos likely smiling . Peter G. Angelos could sell the Baltimore Orioles for almost \$200 million more than he paid for the team 11 years ago under terms of a deal he is negotiating with Major League Baseball to compensate him for the Montreal Expos moving to Washington ",6
1,1,"A new generation of US sprinters take their marks . As track and field begins at the Games, it is up to athletes like Lauryn Williams to set right a sport seared by scandal. ",6
2,2,"IBM agrees on partial pension settlement . In a decision that eventually may affect millions of workers, IBM says it will pay \$320 million to settle part of a pension plan lawsuit.",5
2,0,"Lazard Is Near a Public Offer, Executives Say . Bruce Wasserstein, the big, brash Wall Street deal maker, is hatching a plan to take Lazard public.",0
1,1,"Grading the Giants . touchdown. QB Kurt Warner (13) passed 16 yards to WR Amani Toomer (81), setting up this first-and-10 situation from the Giants #39; 45 with 9:45 left in the first quarter.",6
0,0,Conway: Fallujah victory must have Iraqi face . The outgoing commander of all Marine forces in Iraq said an Iraqi victory ---- not an American one ---- is essential to ensure the legitimacy of the new Iraqi government and to speed the eventual withdrawal of US forces.,6
2,2,"Oil prices fall on rising US inventories, easing Nigeria fears . Red-hot oil prices cooled, easing below 50 dollars a barrel in New York after news of stronger-than-expected US inventories and oil in the United States and diminishing fears of unrest in Nigeria.",5
2,2,"Airbus strength boosts BAE profits . BAE Systems, Europe #39;s largest defence firm, has reported a 4.5 percent rise in underlying operating profit, buoyed by higher Airbus plane deliveries.",6
1,1,"Yankees seal playoff spot . Derek Jeter hit a leadoff home run, Jon Lieber pitched into the eighth inning, and the New York Yankees clinched their 10th consecutive trip to the postseason with a 7-3 victory over the Tampa Bay Devil Rays yesterday at Yankee Stadium.",6
2,2,"S amp;P upgrades Illinois Power to investment-grade . Standard  amp; Poor #39;s on Friday upgraded the debt ratings for Illinois Power Co. to investment grade status, after the company was acquired by investment-grade rated Ameren Corp.",6
0,0,UN assesses security in Darfur . A UN mission goes to Darfur to see if Sudan's government is  keeping promises to improve security.,6
0,0,"Baghdad bombings kill 35 children; new hostages seized . Bombs exploded near a US convoy in western Baghdad on Thursday, killing 35 children and seven adults, a hospital official said. Hours ",6
0,0,"Idris in clear on Bali bombs . SELF-CONFESSED Bali bomber Idris burst into laughter in the minutes after he was cleared of a central role in the blasts that killed 202 people, including 88 Australians.",6
2,2,Grows UK customer base while seeing more churn . LONDON (CBS.MW) -- Mobile operator Mmo2 on Thursday said it was lifting its service revenue forecast in Britain after a strong first half.,5
0,0,"Explosive traces found in 2nd Russian wreckage . Residue of the same type of explosive found in the wreckage of one of two Russian airliners that crashed last week has been found in the second, authorities said Saturday.",6
0,2,Putin Says Belarus Gas Spat Is Over . President Vladimir Putin said Monday that Russia and Belarus have put a sharp dispute over natural gas deliveries behind them and that there are no obstacles to good relations.,3
3,2,PeopleSoft Leads Rally in Tech Stocks . PeopleSoft Inc. shares surged 15 percent as investors interpreted the ouster of the company #39;s chief executive as a sign the company might now be willing to accept Oracle Corp.,3
1,1,"Racing: Norway #39;s Solberg takes overnight lead in Rally of Italy . OLBIA, Italy : Norway #39;s reigning world champion Petter Solberg, driving a Subaru Impreza, took the overnight lead in the Rally of Italy, the 13th round of the 16-race world championship, here in Sardinia.",6
0,0,Liechtenstein royals swap power . Liechtenstein's Prince Hans-Adam hands over power to his son and invites the whole nation to a garden party.,6
2,2,"TechBrief: Vodafone seeks new frontiers . Vodafone said Monday that it remained interested in acquisitions in France, eastern Europe, Asia and Africa as the mobile phone company detailed cost cuts that it expects will reach an annual 2.",6
1,1,"Phelps, Thorpe Advance in 200 Freestyle (AP) . AP - Michael Phelps took care of qualifying for the Olympic 200-meter freestyle semifinals Sunday, and then found out he had been added to the American team for the evening's 400 freestyle relay final. Phelps' rivals Ian Thorpe and Pieter van den Hoogenband and teammate Klete Keller were faster than the teenager in the 200 free preliminaries.",6
2,2,"World airlines #39; loss estimate: \$4 billion . MONTREAL - Despite a jump of 19 percent in world air traffic this year, airlines are expected to lose as much as \$4 billion in 2004 because of high fuel costs, the International Air Transport Association said Monday.",6
3,3,"Casio updates small, thin Exilim camera range . Casio Computer Co. Ltd. has taken the wraps off five new digital still cameras it will begin selling worldwide in the run-up to this year #39;s end-of-year sales season.",6
2,2,"Oracle Shares Gain Amid Tech Decline .  CHICAGO (Reuters) - Shares of software maker Oracle Corp.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ORCL.O target=/stocks/quickinfo/fullquote""&gt;ORCL.O&lt;/A&gt; rose as much as 8 percent in early trading on  Wednesday, a day after the company posted strong quarterly  profit fueled by steady demand for its flagship database  products.",5
2,2,"UPDATE 3-US airlines agree to cut flights at Chicago #39;s O #39;Hare . US airlines have agreed to limit flights into Chicago #39;s O #39;Hare International Airport at peak periods to stem record delays that have slowed aviation nationwide, federal officials said on Wednesday.",5
2,2,"Court asked to delay fund director rule  . WASHINGTON -- The US Chamber of Commerce filed an emergency motion yesterday seeking a court order to block the Securities and Exchange Commission from requiring that 75 percent of mutual fund directors, including the chairman, be independent of the fund company.",5
0,3,"Right Whales Could Be Making a Comeback (AP) . AP - North Pacific right whales may not be going extinct after all. Scientists have found twice as many right whales in the Bering Sea as previously spotted, giving them hope the rare whales are making a comeback.",3
1,1,"Olympics 2004: Canoeing: Veraas Larsen ready for K-1 500m finals . Eirik Veraas Larsen had no problem winning his heat in the K-1 500m semifinals on Thursday morning, and is now favourite to win the Saturday final.",6
3,3,"One Flight Down, One To Go for SpaceShipOne . Pilot Mike Melvill flew SpaceShipOne to the designated altitude, but on the return to Earth the craft rolled more than 30 times, causing concern on the ground.",6
3,3,"Users Find Too Many Phish in the Internet Sea . A recent flood of fake Citibank e-mail messages demonstrates the growing arsenal of tricks used by online ""phishers.""",6
0,0,"Tourist Hostages Freed from Inca Temple in Peru . &lt;p&gt;&lt;/p&gt;&lt;p&gt; By Robin Emmott&lt;/p&gt;&lt;p&gt; LIMA, Peru (Reuters) - Peruvian special forces on Tuesdayfreed 20 foreign tourists who were briefly taken hostage byprotesting coca growers in an Inca temple in the southern cityof Cuzco, police said.&lt;/p&gt;",6
3,3,"Thoughts on the Google IPO . About the Google IPO\\For the past nine months the financial and Internet world has been watching Google in anticipation of what could be the largest Initial Public Offering of stock in history. If you are reading this column and have not been living on Mars for the past year, you ...",5
1,1,Indians Hold Off White Sox 6-3 (AP) . AP - C.C. Sabathia struck out 11 in six innings and Ronnie Belliard hit a three-run homer to lead the Cleveland Indians over the Chicago White Sox 6-3 Friday night.,6
0,0,British Hostage in Iraq Begs for Release (AP) . AP - The Arab news network Al-Jazeera on Wednesday broadcast footage of British hostage Kenneth Bigley pleading to British Prime Minister Tony Blair to work for his release.,6
1,1,"Cahill #39;s late goal gives Everton win over Portsmouth . Tim Cahill #39;s goal in the 80th minute lifted Everton to a 1-0 victory Sunday at Portsmouth, keeping the Toffies firmly in third place in England and only three points behind league-leading Arsenal.",6
1,1,Olympic Basketball: United States Stunned Again .  ATHENS (Reuters) - The United States crashed to its second  defeat in the Olympic men's basketball tournament Saturday when  a late shooting spree by Sarunas Jasikevicius propelled  Lithuania to a 94-90 victory.,6
3,3,Microsoft's New Mice Get Touchy . Latest line of keyboards and mice include some with fingerprint readers for added security.,6
1,1,"Australian Open looks to the night . MELBOURNE, Australia -- The centenary Australian Open will feature the first night men #39;s final in a Grand Slam event, organizers confirmed at the launch of the 2005 tournament.",6
2,2,"Fleetwood 1Q Profit Sharply Higher . Fleetwood Enterprises Inc., a maker of recreational vehicles and manufactured homes, said Tuesday that first-quarter profits rose sharply due to strong sales in its motor homes and housing segments.",6
1,0,"Whacky Version of Polo Produces Jumbo Fun . BANGKOK, Thailand - With a clash of mallets and the stomping of jumbo feet that shook the earth, the game was under way. Tense commands were shouted by pith helmeted players tied firmly to their two-ton mounts...",0
0,0,High security for Afghan ceremony . Tight security is in place in the Afghan capital Kabul as Hamid Karzai prepares to be sworn in as president.,6
0,3,"U.S. Faces Growing Feral Cat Problem . Millions of feral cats #151;domestic animals that have become wild #151;are said to be running free throughout the U.S., threatening birds and public health.",0
2,2,GM reviewing European operations . General Motors may restructure its European operations as it aims to trim costs in the loss-making division.,6
1,1,"Funk, Johnson share lead at Hartford . Zach Johnson, a rookie on the PGA Tour, and Fred Funk share the lead after Friday #39;s second round at the \$4.2-million PGA event.",6
0,2,"Shakedown street . Whether you live in Brookline or Scituate or Framingham, it is a good day when the town finally gets around to doing something about your beaten-up street. The potholes get filled, and the street gets repaved. New sidewalks and lighting go in. Trees and even some flowers are planted.",1
3,3,"Cryptography break threatens digital signatures . Researchers in the field of cryptography have been successfully breaking the hash functions that are used to secure the privacy of electronic communications, threatening the integrity of digital signatures, according to a report on Slashdot. ",6
0,0,21 die in Baghdad violence . At least 21 people were killed and 150 injured yesterday as two suicide car bombers wrought havoc in Baghdad and US forces pounded suspected insurgents in the east of the capital.,6
1,1,AL Wrap: Texas Completes Sweep of Oakland .  NEW YORK (Reuters) - David Dellucci's two-run double in the  bottom of the ninth inning helped the Texas Rangers complete a  three-game sweep of the Oakland Athletics with a 5-4 win in the  American League at Arlington Thursday.,6
0,0,"In Paris for talks, King Abdullah pessimistic on Iraqi elections . PARIS : King Abdullah of Jordan held talks on the Middle East with President Jacques Chirac after warning in a newspaper interview that elections in Iraq are impossible in the current state of insecurity.",6
1,1,Spaniard Constantino Zaballa wins 19th stage . Spain #39;s Constantino Zaballa broke away early and finished more than a minute ahead of his closest competitors in winning the 19th stage of the Spanish Vuelta on Friday.,6
0,0,"N. Ireland deal hinges on IRA disarmament (AFP) . AFP - British and Irish Prime Ministers Tony Blair and Bertie Ahern were preparing to head to Belfast, hopeful of a breakthrough in the protracted deadlock over power-sharing in Northern Ireland.",6
3,3,"Inhaled Anthrax Vaccine Protects in Animals-Report (Reuters) . Reuters - A powdered anthrax vaccine that\people potentially could take by themselves protects rabbits\against the deadliest form of the bacteria, researchers said on\Tuesday.",6
2,3,"Flash memory market to continue growth, researcher finds . LONDON - The mobile phone market for flash memory is becoming more competitive with the intense fight among NOR-type flash makers now expanding to include NAND-type flash producers, market researchers iSuppli Corp.",3
1,1,"One way to take heat off . Though he is never one to make much of the elements his team must play in, Bill Belichick must be somewhat concerned about the desert heat he will face in Tempe Sunday, because he will take the Patriots to Arizona Thursday after practice to get them acclimated.",6
1,1,"How the runs scored . Athletics first: Kotsay singled to right. Byrnes lined out to shortstop J.Lopez. Chavez singled to right, Kotsay to second. Durazo singled to right, Kotsay to third, Chavez to second.",6
0,0,"Syria confirms killing of Hamas militant in car explosion . A car explosion in Damascus killed a Hamas militant and injured three others Sunday morning, the official SANA news agency confirmed.",6
1,1,"Athens #39; image bolstered by Olympics . Early fears of an Olympics disaster failed to materialize here in Athens, where the heightened security may have been obtrusive, but was not enough to keep away the crowds.",6
3,2,U.S. Urges Rationing of Flu Shots as Supply Is Slashed . Officials said that most healthy adults should delay or skip flu shots so that people most at risk can get scarce supplies.,1
2,2,Disney #39;s Iger Says Pixar Deal Unlikely . Walt Disney Co. President Bob Iger said on Wednesday that a new deal with Pixar Animation Studios was unlikely and that the US media conglomerate ,6
3,3,Prairie Dog Won't Be on Endangered List (AP) . AP - The black-tailed prairie dog has been dropped from a list of candidates for the federal endangered species list because scientists have concluded the rodents are no longer threatened.,5
3,0,"Ready or Not (and Maybe Not), Electronic Voting Goes National . Whether or not the machines are ready for the election - or the electorate ready for the machines - there is no turning back.",0
1,1,UPDATE 1-Open-Rejuvenated Haas reaches last eight . Germany #39;s Tommy Haas continued his resurgence with a 7-6 6-1 7-5 victory over Czech teenager Tomas Berdych on Tuesday to reach the quarter-finals of the US Open for the first time.,6
3,3,Gone in 30 seconds: your money . Your credit card information is coming under more frequent attack on the Internet than ever before. A study by Symantec Corp. says electronic commerce has become the favourite target of computer hackers.,5
0,0,Mystery of Archer link to oil coup . Investigators probing the backers of the alleged coup in Equatorial Guinea will discover this week what role - if any - disgraced Tory peer Lord Archer played in financing the plot that led to the arrest of Sir Mark Thatcher 11 days ago.,6
1,1,Baseball Roundup: Brawl Hurts Fans . Texas Rangers pitcher Frank Francisco allegedly hurled a chair at some fans heckling the Ranger bullpen after the Rangers hit a ninth inning game tying homer in Oakland.,6
0,3,"Nice Ride: The Hydrogen Gremlin . Long before President Bush ever put 'hydrogen' and 'economy' together in a sentence, a group of students at the University of California, Los Angeles, were revving the engine on their hydrogen-powered Gremlin. By Amit Asaravala.",4
0,0,Blair returns to Downing Street after heart trouble . HAMISH ROBERTSON: British Prime Minister Tony Blair has returned to Downing Street after undergoing hospital treatment for a heart ailment.,6
2,0,Royal Mail misses service target . Royal Mail is expected to announce it has failed to meet its 15 targets in the first three months of this financial year.,3
0,2,"Harrah #39;s and Caesars Seeking to Sell 4 Casinos to Protect Merger . arrah #39;s Entertainment and Caesars Entertainment, which announced plans to merge in July, are in talks with a group of financiers about selling the Atlantic City Hilton and three other casinos as a way to win approval from regulators for their merger ",3
3,3,"iPass Wi-Fi Network Access in the Sky . Connexion by Boeing, the only real-time, high-speed connectivity service available to commercial airline passengers and iPass, which operates the world #39;s largest Wi-Fi roaming network with over 11,000 active hotspots in 33 countries, complement each other ",6
0,0,"Paris marks liberation from Nazis . Thousands of people in Paris are preparing to mark the anniversary of the city #39;s liberation in World War II. Sixty years ago, the Nazi troops who had occupied the French capital for four years, surrendered.",6
3,3,"Feds Warn on Children and Antidepressants . By DIEDTRA HENDERSON    WASHINGTON (AP) -- A Food and Drug Administration epidemiologist who triggered a closer look at suicidal behavior among children taking antidepressants cited independent experts at hearings Monday who he said support his findings.    In addition to seeing increases in suicidal thoughts among children receiving all the antidepressants he studied, Dr...",6
2,2,Dim Reality at Sharper Image . Shares of Sharper Image (SHRP:Nasdaq - news - research) were under pressure Friday after the company unexpectedly predicted it will lose money in its third quarter and was downgraded by JP Morgan. ,6
1,1,"Four Tied for Lead at Reno-Tahoe Open (AP) . AP - Scott McCarron made four birdies in 12 holes, moving into a four-way tie for the lead in the second round of the Reno-Tahoe Open on Friday before thunderstorms forced play to be suspended.",6
1,1,"NFL Matchups: Two great coaches but two mediocre teams clash . Someday Bill Parcells and Joe Gibbs will both be in the football Hall of Fame. For now, both are locked in the quest to resurrect two of the most storied franchises in history.",6
0,0,"On Tape, Abducted Reporter Says He's OK (AP) . AP - A U.S. journalist abducted by militants in Iraq and threatened with death said in a video aired Friday that his captors were treating him well, while an Italian journalist also was reported missing in the war-torn country.",6
0,0,"Pakistan, Britain push for uprooting cause of terror (AFP) . AFP - The leaders of Britain and Pakistan agreed that the world could not defeat terrorism by force alone, and that it must move quickly to remove its ""root causes"" such as poverty and political grievances.",6
3,3,Nokia gets a slice of BlackBerry pie . Finnish phone giant is the latest to make its devices compliant with Research In Motion's wireless e-mail service.,6
0,3,"Pilot Completes 1st Stage of Space Flight (AP) . AP - Ignoring a warning to abort the flight, a test pilot took a stubby-looking rocket plane on a corkscrewing, white-knuckle ride past the edge of the atmosphere Wednesday, completing the first stage of a quest to win a  #36;10 million prize.",1
1,1,Korea #39;s chances for duplicate gold appear slim . The satisfaction of knowing they should have won gymnastics gold might be all the South Koreans get. While the country #39;s Olympic team met with lawyers Sunday to plan its appeal over the medal given to American ,6
1,1,"McNally serving Stonehill well . Women's volleyball player Lauren McNally of Ashland, a two-year letter-winner and starter at Stonehill College in Easton, has consistently ranked among the team's leaders, both in kills and blocks.",6
0,3,St. Helens Activity May Signal Explosion (AP) . AP - A strengthening series of earthquakes at Mount St. Helens prompted seismologists Sunday to warn that the once-devastating volcano may see a small explosion soon.,0
0,2,"Mortgage Regulator To Keep Agency Job . Armando Falcon Jr., director of the agency that regulates mortgage funding giants Fannie Mae and Freddie Mac, appears likely to stay on the job past the expiration of his five-year term next month, though he submitted his resignation more than a year and half ago under pressure from the White House.",3
2,3,"Apple Computer face further payout to Beatles #39; company . Apple Computer, maker of the iPod music player and online iTunes Music Store, is likely to be forced into a multimillion-pound payout to Apple Corporation, the Beatles #39; management ",0
2,2,"Will Disney keep key partnerships? . LOS ANGELES Without Michael Eisner at the helm of Walt Disney, will Harvey Weinstein and Steve Jobs stay as partners? That is the question on the minds of analysts and Hollywood executives after Eisner, the ",6
1,1,Souness leaves Blackburn . Graeme Souness was appointed as the new manager of English Premier League club Newcastle United yesterday after his shock resignation from Blackburn Rovers.,5
2,0,Congress delivers 146-billion-dollar tax cut (AFP) . AFP - Congress overwhelmingly approved a 146-billion-dollar tax cut endorsed by both President George W. Bush and his rival John Kerry but criticized by some economists.,0
1,1,Radcliffe #39;s ultimate test . She has the chance to banish the ghosts of last weekend #39;s marathon failure and finally claim the Olympic medal she has sought for so long.,6
3,3,"Titanic merger of galaxy clusters revealed . One of the hottest, most energetic mergers of two colossal galaxy clusters has been imaged in exquisite detail by an X-ray observatory in space, astronomers announced on Thursday.",5
2,2,"British Airways strike averted after agreement reached . A planned strike by British Airways(BA) workers on the August Bank Holiday has been called off after a pay settlement was reached between employers and BA staff, Sky TV reported Saturday.",6
1,1,Gunners cruise toward magical 50 . ARSENAL ended a turbulent week on a high by sweeping Charlton aside to move to within two matches of a phenomenal 50-game unbeaten run in the English Premiership overnight.,6
1,1,Baton passed to Beijing as curtain comes down on Athens . ATHENS - The curtains came down on the Athens Olympics under a full moon Sunday after the sports extravaganza returned to the country of its birth and revival as the biggest in history.,6
2,2,"EIA Says Heating Oil Bills to Rise (Reuters) . Reuters - The United States has plenty of fuel in\storage for winter heating thanks to near full-throttle\refinery production, but household energy bills are still\likely to be up sharply, the head of the U.S. Energy\Information Administration (EIA) said on Friday.",6
0,0,"US troops move gets muted response . BERLIN, Germany (AP) -- Germany #39;s defense minister expressed regret Tuesday about US plans to restructure its forces abroad -- changes expected to hit Germany the hardest with the pullout of two heavy divisions. Japan and Australia embraced the changes. ",6
1,1,Pakistan to rest speed duo . Skipper Inzamam-ul-Haq said he #39;d likely rest Shoaib Akhtar and Mohammad Sami for Tuesday #39;s limited-overs match against an Australian Chairman #39;s XI as Pakistan continues to ease its pace bowlers into the tour.,6
0,3,NASA Capsule With Solar Particles Crashes in Utah . A capsule jettisoned to Earth by NASA's Genesis spacecraft today failed to deploy its parachute and crash-landed in the Utah desert.,3
1,1,"Dodgers must put champagne on ice; Giants still alive for NL West . Los Angeles, CA (Sports Network) - JT Snow homered to lead San Francisco over Los Angeles, 4-2, in the opener of a three-game series at Dodger Stadium.",6
1,1,"George silent against ex-mates . IRVING, Texas -- Bill Parcells saw exactly what he wanted: Vinny Testaverde and Keyshawn Johnson hooking up again like old times. Testaverde completed 17 of 24 passes for 240 yards and his first touchdown ",6
2,2,"Colgate Plans to Cut About 4,400 Jobs . Colgate-Palmolive, which makes consumer products including Ajax detergent and Irish Spring soap, plans to cut its work force by about 4,400 jobs as part of a restructuring plan aimed at boosting its sales and profits around the world.",6
3,3,"Pilot, Designer of Rocket Plane Confident (AP) . AP - The pilot and designer of a private rocket plane say they are confident it could return to the sky next week in a quest to claim a multimillion-dollar prize, despite a harrowing flight in which the spacecraft rolled dramatically while hurtling toward the edge of the atmosphere.",5
0,3,"'Insider' Information Puts City Blogs on the Map . Locally focused group ""metro"" blogs -- compilations of events, reflections, recommendations, news and complaints -- are emerging to put a number of big cities in intimate, street-level relief.",3
2,2,"Oil Sets Record Amid New Violence in Iraq .  LONDON (Reuters) - Oil prices struck a fresh record on  Thursday, spurred higher by renewed violence in Iraq and fresh  evidence that strong demand growth in China and India has not  been slowed yet by higher energy costs.",5
2,2,"Medtronic Net Up on Higher ICD Sales .  CHICAGO (Reuters) - Medtronic Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose on surprisingly brisk demand  for devices that slow racing heartbeats, offsetting a  weaker-than-expected performance in some of its other  businesses.",6
1,1,"Beltre Helps Lift Dodgers Past Rockies (AP) . AP - The Los Angeles Dodgers are closing in on their first playoff berth in eight years, and they're not about to leave their chances to fate.",6
0,1,"United raise stakes for Rooney . Everton has confirmed it has received an improved bid for Wayne Rooney, understood to be worth 25 million (A\$63.7 million). Newcastle has also been chasing the England striker, but is yet to counter the offer.",4
0,0,"Lonely hearts grandpa finds new home as au pair . ROME : A retired Italian teacher has found a new home after offering after-school help for a family with kids in exchange for some human warmth and affection, a newspaper reported here.",6
