label,gt,text,group
1,1,Landmark Victory . Roger Clemens gets his 325th win to pass Nolan Ryan and Don Sutton and move into sole possession of 12th place on the career list as the Astros top the Pirates 8-6.,6
2,3,Search Engine Forums Spotlight . Links to this week's topics from search engine forums across the web: How Do You Compete With the Fortune 500s - Google Prices Stock at \$85 Per Share - MSN Block-Level Link Analysis - Slickest Link Building Tricks - Your Message to New SEOs - How To Handle AdWords With Thousands Of Keywords,3
0,2,"Labour pledges new worker rights . Maternity leave could be extended to twelve months, as part of plans being considered by Labour, newspaper reports suggest.",0
1,1,"American men run away from field in 400 meters . To the list of things intrinsically American -o jazz and baseball, apple pie and muscle cars  -dly add the quarter mile. The 400 meters is run internationally, but ",6
1,1,"After Five Golds, Phelps Bows Out of Relay (AP) . AP - Michael Phelps ended his magnificent Olympics with a magnanimous gesture. He matched Mark Spitz's record of four individual gold medals in the pool, then gave up a coveted spot on the 400-meter medley relay team to Ian Crocker  #151; whom Phelps had just beaten.",6
0,2,"Qwest case to see plea deal . Thomas Hall, one of four former midlevel Qwest executives charged with fraud in a 2001 equipment sale, will plead guilty to a misdemeanor, his attorney, Jeffrey Springer, said Friday.",3
1,1,"Between the seams: Ponson pounces on rank Yanks . The New York Yankees can #39;t even push a runner past first base lately, much less find a way to score. Sidney Ponson became the latest pitcher to stop the suddenly punchless ",6
0,0,"Holiday Pals Berlusconi, Blair Cement Ties (AP) . AP - With a bandanna on his head and a grin on his cheeks, Italy's flamboyant Premier Silvio Berlusconi has been playing vacation host to Britain's Tony Blair in Sardinia, an unlikely holiday coupling that highlights an Italian-British alliance bolstered by the Iraq war.",6
1,1,"Colts start to find their harmony . JACKSONVILLE, Fla. -- They were singing in the Colts #39; locker room today, singing like a bunch of wounded songbirds. Never mind that Marcus Pollard, Dallas Clark and Ben Hartsock won #39;t be recording a remake of Kenny Chesney #39;s song,  quot;Young, quot; any time soon.",6
1,1,"Kobe Rebounds . From the beginning, Eagle County, Colo., district attorney Mark Hurlbert insisted that the sexual-assault charge he filed against Kobe Bryant had nothing to do with the celebrity of the Los Angeles Lakers #39; star.",6
0,2,Court Rejects Challenge to Do-Not-Call List .  WASHINGTON (Reuters) - The U.S. Supreme Court on Monday let  stand a lower-court ruling that telemarketers' rights to free  speech are not violated by the government's nationwide  do-not-call list.,0
1,1,Hopkins wants piece of Roy Jones . NEW YORK - One thing Bernard Hopkins knockout of Oscar De La Hoya hasnt changed for the middleweight champion: he still needs to beat Roy Jones to feel fulfilled.,6
2,2,"MCI Offers to Pay Part of States' Claims .  NEW YORK (Reuters) - MCI Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MCIP.O target=/stocks/quickinfo/fullquote""&gt;MCIP.O&lt;/A&gt; has offered to pay  states from 2 cents to 30 cents on the dollar to settle charges  it owes them as much as \$2 billion in back taxes, people  familiar with the matter said on Thursday.",6
1,1,"EDITORIAL:Ichiro nears record . With his fourth five-hit game this season, Ichiro Suzuki is steadily moving toward another great feat in major league baseball. The Seattle Mariners right fielder now needs 10 hits in the remaining 10 games to tie the major-league record of 257.",6
0,3,"Teen accused of making threats about school, possessing weapons . A 17-year-old was arrested after authorities received a tip that he was making threats in an online chat room about his high school and fellow students, police said Friday.",0
3,3,Simpsons swallowed whole by DVD of the future . A new technology capable of storing the equivalent of 100 DVDs on a single DVD-sized disc has been unveiled by researchers from London #39;s Imperial College.,6
2,3,"Wash. Man Forms E-Mail Rejection Service . NEW YORK - Attention, ladies: If that guy hitting on you just won't quit until you surrender your e-mail address, feel free to call upon Paper Napkin.",1
1,1,"Federer has to work for second win . It did not look like No. 1 vs. No. 240 at Arthur Ashe Stadium last night. Roger Federer may have expected to cruise in his first night match of this year #39;s US Open, but he got all ",6
2,3,"Sun Hung Kai urges HK to increase land supply (FT.com) . FT.com - Sun Hung Kai Properties, Hong Kong's largest property developer, urged the government to increase land supply as demand for new flats was expected to remain strong.",0
1,1,Soccer: Another defeat could see England coach Pole-axed . VIENNA - England head into Thursday #39;s World Cup qualifier against Poland knowing a repeat of their mistakes in a 2-2 draw with Austria could leave them looking for a new manager.,6
1,1,"Lakers to start camp shorthanded . Karl Malone's return to the NBA could be months away -- if he comes back at all. The Los Angeles Lakers said yesterday they don't know if the 41-year-old forward will play this season. Malone, who had surgery on his right knee in June, is a free agent and reportedly is being pursued by several teams. The Lakers will also ...",6
1,1,"Reds #39; bullpen struggles after lefty #39;s strong start . The result, however, was all too familiar as the Reds fell to the Cardinals, 7-2, in the middle tilt of a three-game series at Busch Stadium on Tuesday evening. ",5
2,3,CA Shareholders Reject Compensation Recovery Plan . Executives urge patience as the company continues to review payments to executives who left in the wake of an accounting scandal. By Darrell Dunn.,0
0,0,"Iraqi Government Bans Al-Jazeera  quot;Indefinitely quot; . BAGHDAD, Sept 5 (IslamOnline.net  amp; News Agencies) - The US-allied Iraqi government has extended the closure of Al-Jazeera offices in Iraq indefinitely, not only provoking the outrage of the Qatar-based network and media watchdogs, but also casting deep ",6
1,1,"Donald romps to Masters win . England #39;s Luke Donald won the European Masters by five shots for his second victory on the European Tour. Donald, who won the Scandinavian Masters six weeks ago, shot a final-round 66 to finish five ahead of overnight leader Miguel Angel Jimenez.",6
3,3,"Microsoft preps XP push, mulls Longhorn  #39;priorities #39; . OS Migration has moved to the bottom ranks after making its mark on IT Professional #39;s top five priority last year. With a long-awaited security update to Windows XP now complete, Microsoft is preparing a holiday ",6
0,0,"British envoy for Korean blast site . THE North Korean Government will allow the British ambassador to Pyongyang to travel to its border with China this week to investigate the explosion that occurred there five days ago -- initially reported as a nuclear blast, but now said to have been ",6
2,0,"Delta to Cut Up to 7,000 Jobs in 18 Months . ATLANTA - Delta Air Lines will cut up to 7,000 jobs, reduce wages and pull back at its Dallas-Fort Worth airport hub as part of a sweeping restructuring plan that could still leave it vulnerable to bankruptcy.    The job cuts representing about 10 percent of its overall work force will come over the next 18 months, Delta chief executive Gerald Grinstein said Wednesday during a meeting with 300 of the company's middle managers...",0
0,0,Forbes List Has Most Billionaires Ever . NEW YORK - It looks like the U.S. billionaire's club isn't quite as exclusive as it once was...,5
3,3,PFY proves self abuse cures male-pattern baldness . &lt;strong&gt;Episode 31&lt;/strong&gt; Breaking news from the proxy server,6
1,1,Ljoboja Disgusted By Squad Slight . Paris St. Germain fan favorite Danijel Ljuboja has hit out at coach Vahid Halilhodzic for dropping him for a crunch Sunday visit from Champions League runners up Monaco.,6
2,2,"Office Depot Chairman, CEO Nelson Resigns .  NEW YORK (Reuters) - Office Depot Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ODP.N target=/stocks/quickinfo/fullquote""&gt;ODP.N&lt;/A&gt; on Monday  said Chairman and Chief Executive Bruce Nelson has resigned  after the No. 2 U.S. office supply chain determined it needed a  new leader to boost sales and stem a slide in market share.",5
2,2,"Jaguar to cut 1,100 jobs at plant in central England . Luxury carmaker Jaguar said Friday it was stopping production at a factory in central England, resulting in a loss of 1,100 jobs, following poor sales in the key US market.",6
2,0,"Nikkei Down, Oil Worries Hit Exporters (Reuters) . Reuters - Tokyo's Nikkei fell 1.66 percent by\midday on Monday, extending losses into a third day as another\surge in oil prices deepened worries about the global economic\impact and knocked down exporters such as Toyota Motor Corp.",0
0,0,"Bush Urges World to Unite With Iraq . UNITED NATIONS - President Bush, defending his decision to invade Iraq, urged a vast assembly of world leaders Tuesday to stand united with the country's struggling government and said the proper response to spreading violence ""is not to retreat, it is to prevail.""   The country's prime minister, Ayad Allawi, offered an upbeat assessment after Bush's speech to the General Assembly of the United Nations, saying, ""We are winning, we are making progress in Iraq, we are defeating terrorists,"" even as insurgents claimed they had killed a second American hostage in two days.    Of the brutal slayings, Bush said, ""We will not allow these thugs and terrorists to decide your fate and to decide our fate.""   Yet in a sign of continuing world unease with the situation, U.N...",6
1,1,"Umpire out of bounds . Tournament officials apologized to two-time champion Serena Williams for the faulty ruling made by chair umpire Mariana Alves during her loss to Jennifer Capriati in Tuesday night's Open quarterfinals.  quot;I told her she was a class act and how much we appreciated how she handled it, quot; Arlen Kantarian , the US Tennis Association's chief executive for professional ...",6
1,1,"US Gymnast Goes From Oops to a Gold Medal . THENS, Aug. 18 - After a disastrous landing on the vault that sent him stumbling off the mat and nearly into the judges #39; laps, Paul Hamm thought his night was over. ",6
2,2,"Yen Rises from Lows, Oil Still a Threat .  LONDON (Reuters) - The yen rose from a 6-week low against  the dollar and 4-month lows versus the euro on Wednesday as oil  prices backed off record highs, while the euro maintained its  grip on recent gains against the greenback.",6
2,2,Virgin in Talks With Chinese Telecom Firm . British conglomerate Virgin Group Ltd. announced Tuesday that it is in talks with a mainland Chinese telecommunications company to set up a joint venture to provide mobile services in China.,6
2,2,"EU Likely to Clear Oracle Deal-Source .  BRUSSELS (Reuters) - Oracle Corp &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ORCL.O target=/stocks/quickinfo/fullquote""&gt;ORCL.O&lt;/A&gt; is likely to win  clearance from the European Commission for its hostile takeover  of rival software firm PeopleSoft Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PSFT.O target=/stocks/quickinfo/fullquote""&gt;PSFT.O&lt;/A&gt;, a source close  to the situation said on Friday.",5
2,0,"New Wave of Colombia Drug Kingpins Emerges (AP) . AP - A new wave of drug kingpins is emerging in Colombia  #151; traffickers who operate from the shadows, seeking only profits and avoiding the excesses of previous generations of drug lords, a top intelligence official said.",3
2,2,"Gasoline Price Up, Diesel Hits Record .  WASHINGTON (Reuters) - Rising crude oil costs are taking a  toll on U.S. consumers, as the national price for gasoline  jumped 5.1 cents a gallon over the last week and diesel fuel  hit a record high, the government said on Monday.",6
1,1,"Baseball must clean up its act . B aseball #39;s dirty little secret is leaking out all over now. Steroids known as the  quot;clear quot; and the  quot;cream quot; have gushed into the news, staining the reputations of stars such as Barry Bonds and Jason Giambi, and ",5
3,2,Merck Partnering With Nastech On Nasal Spray Obesity Drug . Whitehouse Station-based Merck is joining with a company that last year began small-scale testing of a nasal spray drug designed to make the stomach feel full faster.,0
2,2,IBM settles pension suits . IBM Corp. and plaintiffs challenging the legality of its pension plan agreed to a deal Wednesday that settles most claims and caps the company #39;s potential liability at \$1.,5
2,2,"Judge Rules Against OFHEO . Federal regulators lacked the authority to block payment of more than \$50 million in compensation to former Freddie Mac chief executive Leland C. Brendsel while awaiting the outcome of actions they have brought against him, a federal judge here has ruled.",5
1,1,"Great Britain wins gold again in track cycling . Athens, Greece (Sports Network) - For the second straight day a Briton captured gold at the Olympic Velodrome. Bradley Wiggins won the men #39;s individual 4,000-meter pursuit Saturday, one day after teammate ",6
0,0,Blair to return to work after successful surgery . LONDON -- Prime Minister Tony Blair arrived home yesterday after undergoing a successful operation to correct an irregular heartbeat.,6
1,0,Eagles Clobber Vikings 27-16 . PHILADELPHIA - Donovan McNabb didn't need much of Terrell Owens on Monday night. Daunte Culpepper could have used a lot more of Randy Moss...,0
3,3,"Marrying the Ideal to the Real (Forbes.com) . Forbes.com - Rajiv Laroia was handed a dream assignment at Lucent's Bell Labs in 1997: Invent a way to put a broadband Internet in the sky. Don't worry about existing cell phone systems, just do it right.",6
1,1,"Jets Enjoy 2-0 Start Heading Into Bye Week (AP) . AP - So the New York Jets won their first two games. Big deal, right? For this franchise, it is huge.",6
0,1,"DC in first place for Expos . Washington, DC, remains the No. 1 choice to become the new home for the Montreal Expos, but issues remain, according to two people with knowledge of the relocation process.",3
2,2,Ont. judge agrees to appoint Hollinger Inc. inspector . An Ontario court judge has made the rare move of agreeing to appoint an inspector to probe related-party deals at Conrad Black #39;s Canadian holding company Hollinger Inc ,6
0,0,Mauritania 'on brink of famine' . Mauritania repeats its call for urgent aid to combat the largest locust plague to hit the region in over 20 years.,6
1,1,"BC freshmen forced to stand on own feet . Kicker Ryan Ohliger of Newark, Del., and punter Johnny Ayers of Oakton, Va., will have the huge responsibility of being the only freshman starters on the Boston College football team this season. Pressure? What pressure?",6
0,0,"Time for tea, while a nation decides . AFTER one of the most important speeches of his life, British Prime Minister Tony Blair was still fighting to reunite his New Labour Party yesterday as the war in Iraq continued to haunt his leadership.",6
0,0,"Bush Must OK Clinton's Document Release (AP) . AP - Former President Clinton will have to ask President Bush for permission to release thousands of domestic-policy records from his two terms in the White House, officials at Clinton's presidential library said Friday.",6
1,1,KUNG FEUD . The sport #39;s one-time bad boy returns to action in China this weekend after 12 months away with a new attitude and renewed hunger.,6
3,3,Briefly: Tech firms rally against copyright bill . roundup Plus: .Mac customers suffer e-mail glitches...Alvarion expands wireless broadband in China...IBM launches business research group.,6
2,2,"Asian Stocks Surge, Dollar Edges .  SINGAPORE (Reuters) - Asian shares jumped to multi-month  highs on Monday on a rally in semiconductor-related issues,  including Japan's Advantest Corp., and European stocks were set  to rise after a rally in U.S. markets.",6
0,0,Musharraf Goes to U.S. in Search of Peace and Praise (Reuters) . Reuters - Pakistani President Pervez Musharraf\travels to the United Nations in New York Sunday to push peace\with rival India and collect praise for arrests he says have\broken al Qaeda's back in the war against terror.,6
2,2,"Frances' Insured Losses to Near \$4.4 Bln .  NEW YORK (Reuters) - Insurance payments to victims of  Hurricane Frances are expected to reach \$4.4 billion, making it  the fourth most costly storm in U.S. history, an insurance  industry group said on Thursday.",5
2,0,Global miner BHP Billiton posts record net profit as demand soars (AFP) . AFP - Global mining giant BHP Billiton posted the biggest net profit in Australian corporate history as soaring commodities prices and strong demand from China pushed net profit up 83 percent to 3.51 billion US dollars.,0
0,0,"China Battles to Keep N.Korea Nuclear Talks Alive . BEIJING (Reuters) - China battled on Wednesday to keep alive six-way talks on dismantling North Korea #39;s nuclear programs, saying it hoped all parties would stay calm and flexible and resume negotiations despite inevitable problems. ",6
3,3,"ISP Telenor cripples zombie PC network . Working with a local Internet service provider, authorities in Singapore this week shut down a network of around 10,000 robot, or ""zombie,"" computers after technicians stumbled on the illicit network by tracing communications from compromised PCs.",6
1,1,"Swedish team stacked because of lockout . A look at European hockey rosters shows that Sweden #39;s MoDo might have benefited the most from the NHL #39;s lockout. By Karl Gehring, AP/The Denver Post.",5
1,1,India await beaten Aussies . AUSTRALIA will arrive in Mumbai tomorrow night for their pivotal Test showdown with India jarred by the disappointment of their heaviest one-day loss for two years.,5
0,3,"Surfing the Tsunami . A tsunami, a series of large waves caused by the disruption of seawater, is one of the many hazards of living on Earth. A mega-tsunami could cause death and destruction to both the eastern and western Atlantic coasts.",3
0,0,"Sudan rejects Darfur peace force . Sudan will not accept a peacekeeping force in the troubled Darfur region but may agree to extra monitors being deployed, its foreign minister says.",6
1,1,"Montgomerie Triumphs in Ryder Cup (AP) . AP - Colin Montgomerie looked out of place only once Sunday at the Ryder Cup. During the closing ceremonies, he walked self-consciously onto the stage without a female companion.",5
2,2,Dollar on Back Foot as Data Tests Loom .  LONDON (Reuters) - The dollar turned tail from the previous  day's three-week high versus the euro on Tuesday as investors  grew cautious ahead of key economic data from the United States  later in the week.,6
0,0,Hostages Face Death in Iraq .  BAGHDAD (Reuters) - Several insurgent groups set deadlines  for killing more than a score of hostages in Iraq -- from a  trio of American and British workers to an entire squad of 18  Iraqi soldiers -- unless their various demands are met.,6
3,3,"MMO2 defends cautious 3G approach . MMO2 defends its decision not to join the current push to roll-out third generation (3G) mobile phone services, as it launches a PC plug-in card  for laptop users.",6
1,1,Offense Needs Work . There were few offensive highlights during Virginia Tech's first scrimmage of fall practice on Saturday.,5
0,0,"US Soldier Gets 25 Years In Murder of Iraqi Guard . A US soldier was sentenced to 25 years in prison for the murder of an Iraqi National Guardsman in May, the US military said Saturday.",6
0,0,"Australia sends rescue team to Iraq amid confusion over hostage claims (AFP) . AFP - Australia sent a special hostage rescue team to Iraq as it tried to unravel the mystery surrounding claims that Islamic militants had kidnapped two Australian security guards, officials said.",6
0,3,"Bush Administration Cracks Down on Internet-Related Crimes . The government calls it  quot;Operation Web Snare quot;, catching criminals who do business online. They #39;ve been working since June and today announced dozens of arrests for crimes that cost victims millions of dollars.",0
0,0,"Syria, the region and Lebanons presidential election . The presidential election process in Lebanon has finally been put on track after much speculation regarding an amendment to the Constitution in order to give President Emile Lahoud another term.",6
0,0,"From Dismal Chechnya, Women Turn to Bombs . The participation of Chechen women in suicide attacks reflects the radicalization of a war that has turned increasingly nihilistic.",6
0,0,"Zhang Readies Another Martial-Arts Saga . TORONTO - A few years back, Zhang Yimou was a bit miffed that fellow filmmaker Ang Lee was faster on the draw in elevating the martial-arts epic to serious cinema. But now that Lee's ""Crouching Tiger, Hidden Dragon"" has broken the genre into the mainstream among Western audiences, Zhang is happy to follow his lead...",5
0,0,Ukraine Leader Agrees on Measures for Fair Vote .  KIEV (Reuters) - Ukraine's outgoing President Leonid Kuchma  said on Tuesday he had agreed to sack the central election  commission and support election law reform -- both key  opposition demands to end mass protests against a rigged vote.,6
1,1,"Tennis: Leading seeds overcome difficulties to advance in Thailand &lt;b&gt;...&lt;/b&gt; . BANGKOK : The leading trio of seeds each had to overcome niggles to achieve victories but Roger Federer, Andy Roddick and Marat Safin all managed to reach the quarter-finals at the 550,000-dollar Thailand Open.",6
1,1,Mamool a fresh horse . I am taking time out from trying to take the jockeys #39; championship off Kieren Fallon for a weekend in Paris but don #39;t worry - there is a lot of business to be done there.,6
3,3,"Cisco, Veritas roll out storage products . IT managers may need more storage to handle all the storage announcements occurring this week at the Storage Decisions show in Chicago.",6
1,1,"Fighting Irish should build on momentum . There is no conference or in-state affiliation between these two programs, but it hasn #39;t prevented the annual Notre Dame-Michigan State game from becoming one of the most heated rivalries in all of college football.",6
1,1,"NHL blasts players #39; union for contract talks stalemate . OTTAWAThe NHL turned up the heat in its ongoing stalemate with its players #39; association counterparts here yesterday. And as the two parties - two solitudes, actually -xited the latest round of inertia ",5
0,3,"Disabled Are Pleased With E-Voting . This November, Eileen Rivera Ley, 41, will vote by herself for the first time. Blind voters in Maryland and several other states will use electronic voting machines equipped with technology that allows the disabled to vote independently.",4
3,3,Sniffing worm snoops network PCs . The latest variant of the SDbot worm contain network-sniffing software that enables it to retrieve passwords from other computers connected to the target PC.,6
1,1,"Pavano #39;s gem goes for naught . One night after being outslugged, the Marlins came up on the short end of a splendid pitchers #39; duel. Carl Pavano was as efficient as he #39;s been all season, limiting the Braves ",6
0,2,U.S. Mint Unveils New Designs for Nickel . There's change in store for Thomas Jefferson - on the nickel that is. He's getting his first makeover since being put on the coin in 1938.,1
2,0,"Underage Teens Turn Profit on Old Beer . OSLO, Norway - Confronting a grocery store with its promise to pay shoppers a bonus if they found any products with expired freshness dates, two enterprising teens turned a 7,000 kroner (\$1,030) profit by loading up shopping carts with out-of-date beer they weren't old enough to buy.    The boys, ages 14 and 15, got their reward despite being underage, the Oslo daily Verdens Gang reported Tuesday...",3
0,3,"Broadband hits new high in the UK . More than five million people in the UK now have high-speed net connections, say broadband analysts.",3
0,0,"Now College Grads Can #39;t Find A Job . If any student trying to enter the workforce in China should have an easy time finding a plum job, it #39;s Wang Zhaohui. In July, the 30-year-old graduated from China Agricultural University in Beijing -- China #39;s ",6
0,1,"Phelps #39; gesture is worth a million . Just when we thought the kid couldn #39;t do anything more to amaze us, he raised the bar Friday night and did it without putting a hand in the water. ",4
0,0,"Kathmandu blockade by Maoists, we have reasons to be worried . The once quiet Himalayan Hindu kingdom Nepal has turned unsettled since 1996 when members of the Communist Party of Nepal (Maoist) went violent on some of their demands.",6
3,3,"Borland Adds Project-Management Features To CaliberRM . Borland Software Corp. announced CaliberRM 2005 this week, a product designed to help software project managers take some of the guesswork out of software development.",5
0,0,"Voting Machines Missing for La. Election . NEW ORLEANS - Many New Orleans voters were unable to cast ballots Saturday on a constitutional amendment to ban gay marriage because voting machines had not been delivered to polling places, a state official said.    At least 35 precincts did not have voting machines because drivers hired to deliver the machines had apparently not shown up for work, said Scott Madere, a spokesman for Secretary of State Fox McKeithen...",6
2,2,Heat is on MTFG to place UFJ bid . Mitsubishi Tokyo Financial Group Inc. was under pressure Wednesday to come up with a takeover offer for UFJ Holdings Inc. that would fend off an unexpectedly generous \$29 billion rival bid by Sumitomo Mitsui Financial Group Inc.,6
3,3,Motorola and HP in Linux tie-up . Motorola plans first use of the open-source software in the core of next-generation cell phone networks.,6
3,3,"Scientist Vies for Human Cloning License (AP) . AP - One of the creators of Dolly the sheep, the world's first mammal cloned from an adult, said Tuesday he was seeking permission to create cloned human embryos for medical research.",6
0,2,"Court rules two software firms not liable for file-share claims . San Francisco (AP) -- Grokster Ltd. and StreamCast Networks Inc. are not liable for the swapping of copyright content through their file-sharing software, a federal appeals court ruled Thursday in a blow to movie studios and record labels. ",3
3,3,UN creates game to tackle hunger . A forthcoming video game aims to educate children about the global fight against hunger.,5
2,2,Wal-Mart to Add 55 Million SF in 2005 . com Daily Report. Wal-Mart Stores Inc. of Bentonville said Tuesday that it plans to add 55 million SF of retail space in the new fiscal year beginning Feb. 1. In the United ,6
0,0,"Overwhelming Militiamen, Troops Push Closer to Shrine . American forces sharply intensified fighting here early on Tuesday morning, as troops attacked rebels loyal to Moktada al-Sadr from three ",6
3,3,"Appeals court revives Oracle shareholder case . While Oracle Corp. awaits a judge #39;s decision on whether it can continue in its quest to acquire PeopleSoft Inc., the company faced a setback in an unrelated case.",5
0,2,Doorstep delivery . Protesters demonstrated outside the Milan courthouse where a judge ruled that two former Grant Thornton auditors should stand trial in January for their part in the collapse of Italian food group Parmalat.,3
0,3,"Birding Column: Shorebirds in Malibu . Surfers and sunbathers aren't the only ones to crowd the beach, as birding columnist Mathew Tekulsky discovers during a visit to California's Malibu Lagoon State Beach.",3
2,2,Nat Semi triples its net profit . Shares for National Semiconductor Corp. rose more than 12 percent Thursday after the Santa Clara chipmaker said its net profit tripled despite a decline in demand during the summer months.,6
1,1,Holmes second in Berlin . Double Olympic champion Kelly Holmes finished second on her return to action in the 1500m at the final Golden League meeting of 2004 in Berlin on Sunday.,6
3,3,"The best view of all is our beautiful planet . You #39;re speeding through space at 28 000 kilometres per hour, at times the outside temperature gets down to a chilling minus two hundred degrees Celsius, there is no quick getaway.",6
0,2,"Vuitton Loses Dooney-Bourke Trademark Bid (Reuters) . Reuters - Louis Vuitton on Friday lost a bag\battle to stop competitors from imitating its famous ""LV"" logo\style when a U.S. judge refused to order Dooney   Bourke to\stop marketing a line with its ""DB"" monogram.",3
1,1,Khan guarantees medal . British lightweight Amir Khan beats South Korean Baik Jong-sub to secure at least a bronze medal.,6
0,0,"Suicide Bomber Targets Baghdad Police . BAGHDAD, Iraq - A suicide attacker detonated a car bomb by police on a Baghdad bridge, and U.S. troops foiled a second suicide vehicle bombing in attacks Friday that killed at least five people and wounding at least 21...",6
0,0,"Kidnappers Say They Have Killed Italian Hostage --TV . The hostage takers who grabbed Italian journalist Enzo Baldoni on the road between Baghdad and Najaf in Iraq have killed him, the Italian government confirmed Thursday.",6
0,0,"Equatorial Guinea coup plotters deserve firing squad: president (AFP) . AFP - The alleged plotters of a coup in Equatorial Guinea are ""blood-thirsty pirates"" who deserve the firing squad, the country's President Teodoro Obiang Nguema said.",6
2,2,"Shell to boost investment to replace missing oil reserves . LONDON : Royal Dutch/Shell announced plans to boost investment in exploration and production, making the replacement of its reserves a top priority as it seeks to restore battered investor confidence.",6
3,3,"Mozilla Fixes Browser Bugs (PC World) . PC World - Ten security flaws found in Firefox browser, Thunderbird e-mail client.",6
0,2,"Handling of frequent-flier miles, tickets depends on appetite for risk . US Airways, the most troubled of the nation's major airlines, has had to walk a tightrope the last few months, simultaneously talking tough to its unions while telling customers their frequent-flier miles are safe and the skies are still friendly.",3
1,1,"ESPN.com news services . The New York Mets started looking for a manager even before they announced Omar Minaya as general manager and president of baseball operations Thursday, lining up Carlos Tosca for an interview, according to the New York Daily News.",6
0,0,Blasts rock Baghdad . Strong explosions have shaken central Baghdad and heavy fighting has erupted in a street notorious as a rebel stronghold. The interim Iraqi government and US forces ,6
2,3,Open sourcers revolt against Microsoft antispam plan . Two prominent open-source software groups have rejected a proposed technology standard backed by Microsoft Corp. that would close a loophole used to send unsolicited commercial ,3
2,2,The Dollar Hits a 6-Week High vs. the Yen .  NEW YORK (Reuters) - The dollar climbed to six-week highs  against the yen on concern over the impact of high crude prices  on the oil-dependent Japanese economy.,6
0,0,"Nuclear program suspension temporary, says Iran . Iranian officials say a suspension of the country #39;s uranium enrichment program will be short and temporary. The comments were made as the United Nations nuclear watchdog prepares to meet in Vienna.",6
2,2,"Kumar #39;s indictment for fraud may not hurt CA . SEPTEMBER 24, 2004 (COMPUTERWORLD) - This week #39;s federal grand jury indictment of former Computer Associates International Inc.",5
2,2,"Botin pursues dream of Santander in world top 10 . Santander Central Hispano #39;s Chairman Emilio Botin pledged a year ago to propel the Spanish bank into the world #39;s top 10 by market capitalisation, an ambition which could now be realised with a bid for Abbey National.",5
2,2,"UBS Buys Schwab Unit for \$265 Mln .  GENEVA/NEW YORK (Reuters) - Swiss-based banking giant UBS  AG has agreed to buy Charles Schwab Corp.'s capital markets  unit for \$265 million in cash, making UBS a leading player on  the U.S. Nasdaq exchange, the companies said on Tuesday.",6
0,3,Calif. Assembly Backs E-Mail Monitoring Disclosure (Reuters) . Reuters - California's Assembly on Tuesday\voted to require the state's employers to inform their workers\in writing if e-mail and other Internet activity is monitored\at work.,0
0,0,Many Lebanese Rue Extension of President's Term .  BEIRUT (Reuters) - Lebanese editorials on Saturday rued  parliament's decision to amend the constitution to extend  Syrian-backed President Emile Lahoud's term despite strong  objections from Washington and the United Nations.,6
1,1,"Whitewashing . CHICAGO -- The baseball gods appeared to smile on the Red Sox last night as they opened the finale of their weekend series in the Windy City. The Rangers already had lost to the Royals, giving the Sox a half-game edge in the American League wild-card race. And the Yankees had fallen to the Angels, closing the gap in the ...",6
1,1,"Twice as Nice: Rogers Wins World Championship Time Trial . This morning, Michael Rogers (Australia) received his 2003 World Championship Time Trial gold medal and rainbow jersey from UCI chief Hein Verbruggen.",6
0,2,Critics: Legalization will lead to job losses . Opponents of importing prescription drugs from Canada are introducing a new argument to the debate with studies that say it would wipe out thousands of jobs in states like Massachusetts that depend on pharmaceutical and biotechnology research.,4
0,2,Hip Hop's Online Shop . Celebrity fashion is booming. These webpreneurs are bringing it to main street,4
1,1,"Astros' Clemens Strains Calf, Leaves Game Against Phillies .  PHILADELPHIA (Sports Network) - Houston starting pitcher  Roger Clemens left Wednesday's 9-8 win over Philadelphia with a  strained right calf.",6
2,2,Update 1: CA to Pay \$225M to Avoid Prosecution . Computer Associates agreed Wednesday to pay \$225 million to avoid criminal prosecution in a multibillion-dollar accounting scandal that has brought down several of its top executives.,6
3,3,"Hubble Captures Cat #39;s Eye Nebula . Sept. 9, 2004 - Like an onion cut in half, the concentric shells surrounding the Cat #39;s Eye Nebula are visible in the newest image from the Hubble Space Telescope.",5
0,0,"Iraq mortar fire hits US mission . A mortar round hits the roof of the US embassy in Baghdad, slightly injuring two emplyees,  a spokesman says.",6
0,0,"Iraq War Divides Australian Candidates . SYDNEY, Australia - Australian voters face a stark choice on Iraq when they choose a new prime minister - to stay or to go.    Prime Minister John Howard, whose conservative coalition is seeking a fourth three-year term on Oct...",6
0,0,"Abu Ghraib: Guilty plea expected . US soldier Staff Sgt. Ivan Frederick will plead guilty at a pretrial hearing to one or two of the charges against him arising from the abuse of detainees at Iraq #39;s Abu Ghraib prison, military sources say.",6
0,0,Buckingham Palace Batman - superhero or villain? . A comic book superhero perched in a dangerous location brandishing a banner has become an increasingly common sight in recent months.,6
3,3,"Stratus Unveils Low-End Fault-Tolerant Server (Ziff Davis) . Ziff Davis - At half the price of its high-end system, the new ftServer W Series 2300 system offers users an alternative to clusters.",6
0,0,A Look at Bush-Kerry Debates (AP) . AP - Some things to look for in the upcoming presidential debates between President Bush and Sen. John Kerry:,6
